Society 5.0 adalah hal yang bagus bila kita dapat menyesuaikan diri dan upgrade diri,"Tidak semua bidang, mungkin dalam profesi lain seperti psikolog tidak dapat digantikan karena profesi tersebut tidak sistematis ",Mungkin iyaaa,"Iyaa, karena bidang akuntansi sendiri dapat dibantu oleh teknologi yang ada saat ini","Mungkin dapat tergantikan, namun tidak seluruh kegiatan akuntansi dapat diganti "
"munculnya big data, robotic dan kecerdasan buatan saat ini banyak membantu masyarakat, mahasiswa, maupun pelajar di berbagai bidang. Hal tersebut dapat membantu meringankan berbagai pekerjaan maupun kegiatan di kehidupan sehari hari",Berdampak,"Ya, karena walaupun belum sempurna saat ini banyak perusahaan besaryang mengembangkan kecerdasan buatan untuk menyelesaikan peemasalahan di bidang akuntansi.","Ya, walaupun begitu masih dibutuhkan seorang akuntan untuk menangani masalah masalah yang bersifat lebih rumit dan membutuhkan pengalaman nyata dalam menangani akuntansi seperti dalam pembuatan keputusan","Bisa jadi, karena dengan adanaya kecerdasan buatan membuat pekerjaan akuntansi yang lebih mudah yang juga berdampak negatif pada pekerjaan akuntan karena  tentunya akan mengurangi jumlah akuntan yang dibutuhkan oleh suatu perusahaan"
munculnya society 5.0 menurut saya cukup bagus dalam membantu manusia dalam teknologi. Namun pengembangan society 5.0 juga harus ada dibarengi dengan kesadaran bahwa kita hanya membutuhkan teknologi yang dapat membantu pekerjaan kita bukan yang menggantikan kita. ,"munculnya society 5.0 menurut pendapat saya memiliki dampak pada semua bidang. namun, dampak tersebut juga tidak dapat digantikan secara sepenuhnya kepada semua bidang profesi. ","Menurut saya, iyaa namun disrupsi disini lebih ke arah positif karena membantu kita dalam mengolah data keuangan. ","menurut saya, tidak karena meskipun dalam pengeolahan datanya menggunakan teknologi namun dalam pemahaman dan penginterpasiannya masih membutuhkan manusia. ","menurut saya tidak, karena meskipun robotic dapat mengerjakan semua. tapi yang namanya profesi akuntan dibutuh hal hal lain selain hanya untuk pengerjaan data keuangan"
menurut pendapat saya sengan society5.0 memudahkan kebutuhan manusia dengan penggunaan ilmu pengetahuan berbasis teknologi modern,"berdampak, karena pastinya manusia akan tergantikan oleh teknologi",menurut saya untuk saat ini belum begitu berdampak. karena profesi akuntansi masih sangat membutuhkan sdm,"pastinya iyaa, mungkin salah satu alasan profesi akuntansi menggunakan teknologi robotic, dsb. karena menghindari terjadinya human error","bisaa jadi, karena melihat dunia yang semakin maju. dan mungkin lebih efisien jika memakai tekonologi "
"Society 5.0 adalah sebuah konsep yang berpusat pada manusia yang berbasis pada teknologi, dimana konsep ini dikembangkan oleh Jepang untuk menjelaskan visi masa depan masyarakat yang digerakkan oleh teknologi tinggi.",Iya karena konsep society 5.0 memungkinkan umat manusia menggunakan ilmu pengetahuan berbasis teknologi modern seperti AI dan robot untuk memenuhi kebutuhan dan mempermudah kehidupan manusia.,"Iya, kemungkinan akan terkena dampak disrupsi. Ini juga tantangan bagi akuntan dalam bersaing melawan teknologi","Iya, karena kemajuan teknologi yang semakin canggih membuat peran manusia tergeserkan","Iya, karena perubahan yang terjadi mengakibatkan menurunnya peran dan kebutuhan akuntan di dunia kerja dan sehingga mereka harus berpindah ke bidang pekerjaan atau industri lain."
"Adanya society 5.0 berdampak negativ dan juga bisa berdampak positif dalam kehidupan ini salah satu dampak yg paling besar adalah berkurangnya peran seorang manusia di dalamnya, tetapi juga berdampak positif karena dengan kemudahan yang terjadi maka pekerjaan akan lebih cepat dan efisien.","Berdampak mungkin ke beberapa profesi, khususnya pada bagian administrasi.",Tidak.,Perkembangan 5.0 hanya membantu profesi akuntan supaya lebih efisien,"Tidak.Karena tugas seorang akuntan tidak hanya membuat laporan keuangan sebuah bisnis, tetapi lebih daripada itu mereka bertugas menginterprestasikan laporan tersebut menjadi informasi, sehingga dapat digunakan mengambil keputusan bisnis yang menguntungkan"
konsep yang memungkinkan umat manusia menggunakan ilmu pengetahuan berbasis teknologi modern seperti AI dan robot untuk memenuhi kebutuhan dan mempermudah kehidupan manusia.,Ada yg berdampak ada yg tidak,Menurut saya tidak karena walaupun nanti era sudah maju dan semua menggunakan komputer tetap saja akuntan dibutuhkan untuk mengecek kembali ,Tidak,Tidak 
"ada bagusnya dan tidak bagusnya
bagusnya untuk Lebih efisien mengurangi resiko dan lain lain
namun tidak bagusnya karena mengurangi lapangan kerja.",iya,iya bisa tapi tidak semuanya karena pada dasarnya profesi akuntansi yang memahami pekerjaannya adalah akuntan itu sndiri.Pekerjaan akuntan bergeser ke hal-hal yang lekat dengan judgement dan discretionary dan profesi akuntan harus meningkatkan keahliannya. ,tidak,iya tetapi akuntan sendiri ttp harus meningkatkan kecerdasan dirinya sendiri
"Saya melihat society 5.0 merupakan potensi yabg sangat besar dalam penggunaan teknologi untuk memecahkan masalah sosial serta untuk perihal meningkatkan kualitas hidup manusia. Di era ini, informasi dapat diambil dari berbagai sumber dan dianalisis untuk menghasilkan wawasan baru tentang bagaimana masalah sosial tersebut dapat diatasi. ","Society 5.0. akan memungkinkan perusahaan untuk melakukan analisis data yang lebih akurat, produksi dan distribusi produk yang cepat, serta berkurangnya biaya produksi. Hal ini dapat membantu perusahaan untuk menjadi lebih efisien dan produktif, namun hal ini pasti akan menggantikan beberapa bidang profesi, terlebih di sektor pelayanan publik. Dan kedepannya pasti akan menciptakan kesenjangan sosial serta pengangguran.","Ya, karena dengan adanya big data yang kian canggih dan termutakhir, segala arus keuangan serta analisisnya pasti akan tergantikan dengan teknik pengumpulan data dan analisis yang selalu dikembangkan oleh teknologi di zaman society 5.0 ini.","Ya, karena Society 5.0. akan memungkinkan perusahaan untuk melakukan analisis data keuangan yang lebih akurat, produksi dan distribusi laporan yang cepat, serta berkurangnya biaya produksi, yaitu beban gaji untuk akuntan.","Tidak, karena posisi akuntan selalu dibutuhkan sebagai individu yang dapat melakukan analisis yang lebih mendalam, memberikan saran yang lebih kompleks, dan memberikan perspektif bisnis yang lebih luas. "
Terjadi perkembangan teknologi yang pesat yang membantu pekerjaan manusia,Tidak semua,"Tidak semua profesi akuntansi terdisrupsi
Mungkin pekerjaan yang tidak memerlukan human sense akan terkena dampak",Iya,Iya tetapi tidak semua
"Menurut saya sangat membantu karena lebih memudahkan, tetapi memiliki kerugian juga bagi kita yang masih menggunakan cara konvensional.","Tentu saya ya, memberikan dampak positif dan negatif.",Menurut saya iya,Menurut saya iya,Kemungkinan besar iya :(
Iya menurut saya sangat membantu ,Ya,Ya,Ya,Enggeh
Menurut saya itu baik tetapi juga akan berdampak pada bidang profesi yang bisa digeser ,"Mwnurut saya tidak, sebab ada bidang profesi yang tidak dapat digantikan oleh society 5.0 seperti profesi seniman pemahat patung dan pelukis",Iya,"Menurut saya iya, karena perusahaan lebih memilih menggunakan teknologi tersebut karena mungkin dianggap lebih efektif, tetapi ini tentu berdampak pada pengurangan tenaga kerja","Menurut saya, profesi akuntansi bisa saja tergeser "
Menurut saya hal ini cukup baik dalam membantu manusia dalam berbagai hal mempermudah dan mengefisienkan waktu,Mungkin saja tidak pada semua bidang tetapi berdampak pada para tenaga kerja yang lebih mengandalkan kekuatan tenaga tubuh hal ini bisa saja di gantikan dengan robat dan menambah jumlah pengannguran,Bisa saja,Tidak juga,Tidak karena masih dibutuhkan manusia untuk berkomunikasi dengan baik tidak seperti robot
Menurut saya kemunculan tentang society 5.0 itu keuntungannya sangat membantu pekerjaan manusia bisa jadi lebih cepet.. kerugiannya pekerjaan manusia bisa tergantikan oleh adanya robotic yang mengambil alih pekerjaan manusia.,Sangat berdampak apalagi khususnya dibidang akuntansi dimana jika memang ada society 5.0 pekerjaan para akuntan yang biasanya dikerjakan oleh manusia akan terganti dengan robotic atau sejenisnya. Sdm bisa terganggu jika robotic terlaku mengambil allih pekerjaan akuntan,"Menurut saya iya, karena kemungkinan akuntan akan hilang diera diskrupsi digital.",Menurut saya iya,Menurut saya iya.. karena dengan adanya robotic yang semakin canggih maka sdm manusia juga pasti akan terganggu
Menurut saya membantu tapi robotic tidak dapat melakukan sebagian hal yg dilakukan manusia,Berdampak ,"Menurut saya tidak, karena seorang akuntan di butuhkan dimana mana meskipun zaman berkembang ",Tidak karena kan ada sebagian pekerjaan akuntansi yg tidak dapat di kerjakan oleh robotic,"Tidak, pasti akuntan tetap di butuhkan "
"Menurut saya, society 5.0 yang menandakan meningkatnya era teknologi yang makin terbarukan bagus dengan munculnya robot dan sebagainya itu bagus tetapi dengan munculnya robot ini juga dapat menjadi masalah baru yang mana akan semakin sedikit lapangan pekerjaan yang tersedia bagi manusia.","Ya, karena para robot dirancang untuk mengerjakan sesuatu yang sesuai dengan bidang profesi yang ada saat ini.","Ya, karena jika SDM tidak ditingkatkan maka robotlah yang akan mengambil alih profesi ini.",Ya,Dalam 20 tahun kedepan.
Bagus adanya society 5.0 tp apakah bisa di mengerti oleh para ortu yang minim pembelajaran yang kesulitan beradaptasi dengan society 5.0,Tidak ada dampak untuk generasi saat ini sebab generasi saat ini yang pintar dan mudah memahami tp apakah Soviet bisa untuk segala kalangan bukan hanya generasi saat ini mengingat di Indonesia tidak seperti negara Jepang yang mengusulkan society 5.0,Sepertinya akan mengarah ke disrupsi karena mengingat zaman selalu berubah ,Iya,Jelas seperti itu karena perubahan itu akan lebih hebat dari yang saat ini
"menurut pendapat saya, munculnya hal tersebut banyak memberikan dampak positif, namun ada juga dampak negatif yang dimunculkan ","tidak semua bidang profesi terdampak society 5.0, namun hampir semua profesi terdampak hal tersebut","iya, karena pada saat ini sudah ada penggunaan aplikasi"" yang langsung mengarah pada akuntansi. Dan hanya memasukkan data transaksi saja hasil laporan sudah keluar. namun menurut saya hal tersebut yang membuat profesi akuntansi terkena disrupsi","iya, karena orang zaman sekarang lebih mementingkan efisiensi waktu dan biaya. jika bisa dilakukan oleh robotic maka perusahaan tidak perlu membayar gaji karyawan ","iya, jika hal ini terus menerus dilakukan maka profesi akuntansi akan semakin rentan untuk mendapatkan pekerjaan."
Ada sisi positif dan negatifnya. Mungkin sisi positifnya bisa memudahkan melakukan berbagai hal dan sisi negatifnya SDM tersaingi atau tidak dibutuhkan lagi.,Kemungkinan besar ajan berdampak pada semua bidang profesi,Iyaa,"Kemungkinan besar akan banyak menggunakan teknologi robotic, big data dan kecerdasan buatan dalam aktifitas akuntansi ",Iya bisa saja profesi akuntansi tergeser peranannya oleh robotic dan kecerdasan buatan dalam waktu beberapa tahun kedepan karena perkembangan di era globalisasi yang semakin maju
Society 5.0 membawa beberapa risiko dan tantangan. Perkembangan teknologi yang cepat dapat menimbulkan ketidakseimbangan dalam masyarakat.,"iya berdampak. memiliki potensi besar untuk memberikan dampak positif yang signifikan dalam berbagai aspek kehidupan, seperti di bidang ekonomi, lingkungan, kesehatan, dan pendidikan","IYA, tapi tidak sepenuhnya",IYA,"saya melihat bahwa teknologi dan kecerdasan buatan dapat membantu memperkuat dan meningkatkan peran akuntan di masa depan, dan bukan menggesernya sepenuhnya. Namun, untuk tetap relevan dan bersaing di era digital, para akuntan perlu memperbarui keterampilan dan pengetahuan mereka dalam menghadapi tantangan baru dan memanfaatkan potensi yang ditawarkan oleh teknologi dan kecerdasan buatan.




"
"Menurut saya munculnya big data, robotic dan kecerdasan buatan itu secara positif sangat menguntungkan, apalagi bagi pengusaha bisa mengurangi biaya proses produksi. Namun sisi negatifnya sangatlah besar bagi SDM. Dimana tenaga kerja manusia sudah tidak akan dibutuhkan lagi dan akibatnya pengangguran bertambah.",Menurut saya tidak semua profesi. Ada beberapa profesi juga yang tidak bisa digantikan dengan kecerdasan buatan.,"Ya, karena jurusan akuntansi tugasnya cenderung membuat laporan dan sekarang bisa dikerjakan melalui aplikasi ",Menurut saya tidak. Karena ada sebagian perusahaan yang masih membuat pengerjaan secara manual misalnya perusahaan kecil.,Menurut saya tidak jika seseorang akuntan itu memiliki skill di bidangnya.
Tidak karena semua orang akan tergantung pada itu ,Iya akan berdampak ,Iya,Bisa jadi ,Tidak juga 
"Dengan munculnya hal tersebut hal yang di kerjakan menjadi lebih mudah, tetapi dengan itu lapangan pekerjaan menjadi sedikit",Ya,Bisa ya dan juga tidak,Menurut saya akan lebih mempermudah dalam bekerja tetapi tidak semua profesi akuntansi akan disrupsi,Tidak
