"Menurut Anda, bagaimana pendapat anda tentang society 5.0 yang merupakan era munculnya big data, robotic dan kecerdasan buatan?","Menurut Anda, apakah muncunya society 5.0 berdampak pada semua bidang profesi akibat adanya big data, robotic dan kecerdasan buatan?","Menurut Anda, apakah profesi akuntansi merupakan salah satu bidang profesi yang terkena disrupsi?","Menurut Anda, apakah adanya disrupsi di bidang profesi akuntansi membuat profesi tersebut lebih banyak menggunakan teknologi robotic, big data dan kecerdasan buatan dalam aktifitasnya?","Menurut Anda, apakah adanya disrupsi membuat profesi akuntansi akan tergeser peranannya oleh robotic dan kecerdasan buatan dalam rentan waktu beberapa tahun kedepan?",Compound_Score,Sentiments
Menurut saya hal ini cukup baik dalam membantu manusia dalam berbagai hal mempermudah dan mengefisienkan waktu,Mungkin saja tidak pada semua bidang tetapi berdampak pada para tenaga kerja yang lebih mengandalkan kekuatan tenaga tubuh hal ini bisa saja di gantikan dengan robat dan menambah jumlah pengannguran,Bisa saja,Tidak juga,"No, because humans still need to communicate properly, unlike robots",0.0,Netral
Menurut saya kemunculan tentang society 5.0 itu keuntungannya sangat membantu pekerjaan manusia bisa jadi lebih cepet.. kerugiannya pekerjaan manusia bisa tergantikan oleh adanya robotic yang mengambil alih pekerjaan manusia.,Sangat berdampak apalagi khususnya dibidang akuntansi dimana jika memang ada society 5.0 pekerjaan para akuntan yang biasanya dikerjakan oleh manusia akan terganti dengan robotic atau sejenisnya. Sdm bisa terganggu jika robotic terlaku mengambil allih pekerjaan akuntan,"Menurut saya iya, karena kemungkinan akuntan akan hilang diera diskrupsi digital.",I think so,"In my opinion, yes... because with increasingly sophisticated robotics, human resources will also be disrupted",0.743,Positif
Menurut saya membantu tapi robotic tidak dapat melakukan sebagian hal yg dilakukan manusia,Berdampak ,"Menurut saya tidak, karena seorang akuntan di butuhkan dimana mana meskipun zaman berkembang ",Tidak karena kan ada sebagian pekerjaan akuntansi yg tidak dapat di kerjakan oleh robotic,"No, definitely an accountant is still needed",0.4019,Positif
"Menurut saya, society 5.0 yang menandakan meningkatnya era teknologi yang makin terbarukan bagus dengan munculnya robot dan sebagainya itu bagus tetapi dengan munculnya robot ini juga dapat menjadi masalah baru yang mana akan semakin sedikit lapangan pekerjaan yang tersedia bagi manusia.","Ya, karena para robot dirancang untuk mengerjakan sesuatu yang sesuai dengan bidang profesi yang ada saat ini.","Ya, karena jika SDM tidak ditingkatkan maka robotlah yang akan mengambil alih profesi ini.",Of,In the next 20 years.,0.0,Netral
Bagus adanya society 5.0 tp apakah bisa di mengerti oleh para ortu yang minim pembelajaran yang kesulitan beradaptasi dengan society 5.0,Tidak ada dampak untuk generasi saat ini sebab generasi saat ini yang pintar dan mudah memahami tp apakah Soviet bisa untuk segala kalangan bukan hanya generasi saat ini mengingat di Indonesia tidak seperti negara Jepang yang mengusulkan society 5.0,Sepertinya akan mengarah ke disrupsi karena mengingat zaman selalu berubah ,Can,Obviously like that because the change will be greater than the current one,0.6124,Positif
"menurut pendapat saya, munculnya hal tersebut banyak memberikan dampak positif, namun ada juga dampak negatif yang dimunculkan ","tidak semua bidang profesi terdampak society 5.0, namun hampir semua profesi terdampak hal tersebut","iya, karena pada saat ini sudah ada penggunaan aplikasi"" yang langsung mengarah pada akuntansi. Dan hanya memasukkan data transaksi saja hasil laporan sudah keluar. namun menurut saya hal tersebut yang membuat profesi akuntansi terkena disrupsi","iya, karena orang zaman sekarang lebih mementingkan efisiensi waktu dan biaya. jika bisa dilakukan oleh robotic maka perusahaan tidak perlu membayar gaji karyawan ","yes, if this continues to be done then the accounting profession will be increasingly vulnerable to getting a job.",0.2023,Positif
Ada sisi positif dan negatifnya. Mungkin sisi positifnya bisa memudahkan melakukan berbagai hal dan sisi negatifnya SDM tersaingi atau tidak dibutuhkan lagi.,Kemungkinan besar ajan berdampak pada semua bidang profesi,Iyaa,"Kemungkinan besar akan banyak menggunakan teknologi robotic, big data dan kecerdasan buatan dalam aktifitas akuntansi ","Yes, the role of the accounting profession could be shifted by robotics and artificial intelligence in the next few years due to developments in the increasingly advanced era of globalization",0.7783,Positif
Society 5.0 membawa beberapa risiko dan tantangan. Perkembangan teknologi yang cepat dapat menimbulkan ketidakseimbangan dalam masyarakat.,"iya berdampak. memiliki potensi besar untuk memberikan dampak positif yang signifikan dalam berbagai aspek kehidupan, seperti di bidang ekonomi, lingkungan, kesehatan, dan pendidikan","IYA, tapi tidak sepenuhnya",IYA,"I see that technology and artificial intelligence can help strengthen and enhance the role of accountants in the future, rather than displacing it completely. However, to stay relevant and competitive in the digital age, accountants need to update their skills and knowledge to face new challenges and take advantage of the potential offered by technology and artificial intelligence.",0.9217,Positif
"Menurut saya munculnya big data, robotic dan kecerdasan buatan itu secara positif sangat menguntungkan, apalagi bagi pengusaha bisa mengurangi biaya proses produksi. Namun sisi negatifnya sangatlah besar bagi SDM. Dimana tenaga kerja manusia sudah tidak akan dibutuhkan lagi dan akibatnya pengangguran bertambah.",Menurut saya tidak semua profesi. Ada beberapa profesi juga yang tidak bisa digantikan dengan kecerdasan buatan.,"Ya, karena jurusan akuntansi tugasnya cenderung membuat laporan dan sekarang bisa dikerjakan melalui aplikasi ",Menurut saya tidak. Karena ada sebagian perusahaan yang masih membuat pengerjaan secara manual misalnya perusahaan kecil.,I don't think so if an accountant has skills in his field.,0.0,Netral
Tidak karena semua orang akan tergantung pada itu ,Iya akan berdampak ,Can,It could be,Not really,0.0,Netral
"Dengan munculnya hal tersebut hal yang di kerjakan menjadi lebih mudah, tetapi dengan itu lapangan pekerjaan menjadi sedikit",Of,Bisa ya dan juga tidak,Menurut saya akan lebih mempermudah dalam bekerja tetapi tidak semua profesi akuntansi akan disrupsi,No,-0.296,Negatif
"Menurut saya semua ada baik dan buruknya, tetapi saya juga hanya pengguna, menggunakan seperlunya saja dan jangan berlebihan ","Berdampak karena pekerja yang di kelas bawah seperti yang di pabrik"" akan tergantikan dan tidak di perlukan lagi dan akhirnya menganggur karna pekerjaan nya tergantikan oleh robotik ",Tidak karena akuntansi masih membutuhkan manusia untuk menjalankannya,It could be,Maybe yes,0.4019,Positif
Beberapa Bidang pekerjaan akan banyak terancam tidak diperlukan lagi,"Berdampak baik akan memudahkan suatu pekerjaan, dan dampak baik akan memangkas beberapa bidang pekerjaan",Betul,Beberapa pekerjaan ada yang tidak bisa di lakukan oleh mesin,"Not all, which obviously will make it easier",0.4215,Positif
"adanya konsep society 5.0 berdampak baik terhadap kehidupan manusia, karena konsep ini bertujuan untuk memudahkan kebutuhan manusia dengan adanya AI sebagai komponen utamanya",ya,ya,ya,most likely yes,0.4549,Positif
"Society 5.0 adalah pemanfaatan teknologi modern, namun masih mengandalkan manusia sebagai komponen utamanya. Dengan manusia sebagai komponen utamanya, konsep ini akan menciptakan suatu perkembangan teknologi yang mampu meminimalisir kesenjangan pada manusia. Konsep ini merupakan penyempurnaan dari berbagai konsep yang ada sebelumnya. Society 5.0 hadir dengan mengusung konsep bahwa semua teknologi adalah bagian dari manusia itu sendiri. Artinya, internet tidak hanya berguna untuk berbagi informasi dan menganalisis data, melainkan juga untuk menjalani kehidupan. Dengan demikian, akan tercipta keseimbangan antara peran manusia (masyarakat) dan pemanfaatan teknologi.
","konsep masyarakat 5.0 memberikan dampak positif pada pemecahan masalah sosial sekaligus pembangunan ekonomi. Dalam menghadapi perubahan besar di dunia dan transformasi digital, munculnya teknologi seperti AI, IoT, robotika, machine learning, hingga pengolahan data dapat memudahkan kehidupan manusia. Konsep ini membantu dalam peningkatan produksi dan pengurangan pengangguran, dukungan industrialisasi berkelanjutan, redistribusi kekayaan, hingga mengurangi ketimpangan sosial. Dengan begitu, society 5.0 dapat mewujudkan tercapainya pembangunan ekonomi dan solusi untuk masalah sosial secara paralel.","Besarnya kemungkinan profesi akuntan tergantikan oleh robot ialah 95%. Besarnya 
presentase tersebut dikarenakan perkembangan Robotics and Data Analytics (Big Data) yang 
mengambil alih pekerjaan dasar yang dilakukan oleh akuntan. Oleh sebab itu, Chief Executive 
Officieer (CEO) data Briven Asia, Imran menyarankan para akuntan untuk mulai mempelajari 
programming dan algoritma serta mengembangkan kompetensi yang penting bagi seorang 
akuntansi yaitu data analys, and leader ship skills (Subur,2019). ","Ya. akuntan harus untuk mulai mempelajari 
programming dan algoritma serta mengembangkan kompetensi yang penting bagi seorang 
akuntansi yaitu data analys, and leader ship skills",Of.,0.0,Netral
"Itu bagus,karena sangat membantu kegiatan manusia",Yes,Yaaa ,Yaa karena diera teknologi skrng yang makin canggih ,"No, because everything is controlled by humans, if robotics is growing, then unemployment will automatically increase",0.0258,Positif
"Menurut saya dengan adanya perkembangan society 5.0 merupakan suatu kemajuan yang bisa dilihat, namun kemajuan apapun yang ada seperti munculnya big data dsb itu tidak menutup kemungkinan untuk tetap membutuhkan manusia dalam cara kerjanya",Of,Of,Of,Of,0.0,Netral
Can,Can,Can,Can,Can,0.0,Netral
"Menurut saya, ini akan memudahkan dalam pekerjaan tetapi akan mengurangi lapangan pekerjaan bagi seorang akuntan. ","Menurut saya, tidak berdampak kesemua bidang profesi. ","Menurut saya, ya",Tidak juga,"In my opinion, not all, but there is little impact for an accountant.",0.0,Netral
Menurut saya dengan adanya kecerdasan buatan sangat membantu pekerjaan dan menghemat waktu,Tidak ada beberapa beberapa profesi yang tidak berdampak salah satunya kedokteran,No,"Sebagai kaum milenial saya tentunya mengikuti perkembangan teknologi, salah satunya dengan memanfaatkan kecerdasan buatan","Even though it can be replaced by robotics, it still needs humans as operators",0.0,Netral
Sebenarnya bagus tapi menurut saya ini akan menyebabkan kemalasan bagi para mahasiswa untuk belajar ,sangat berdampak,iya Karana jangan adanya hal tersebut akan memudahkan kita untuk mencari data,tidak tau,"Maybe because when robots are like humans, human work will be replaced by robotics",0.3612,Positif
Menurut saya sangat bagus dan penting bagi era globalisasi zaman sekarang ,Bisa saja berdampak negatif jika salah digunakan dengan hal2 Negatif , Tidak,Can,Can,0.0,Netral
Hal tersebut wajar terjadi karena mengikuti perkembangan teknologi yang semakin pesat ,Tidak semuanya berdampak karena bagaimanpun setiap pekerjaan membutuhkan tenaga manusia sebagai pengoperasi dari teknologi yang tersedia,Iya karena perkembangan akuntansi sendiri semakin maju dari waktu ke waktu yang dulunya dikerjakan secara manual namun saat ini mulai banyak menggunakan aplikasi dan sistem yg lebih canggih,Can,Not completely,0.0,Netral
Menurut saya wajar di era teknologi yang semakin maju ini ,Tidak semua berdampak karena meskipun menggunakan robot tapi masih butuh tenaga/ kecerdasan manusia,Iya karena perkembangan teknologi membuat semua menjadi mudah,Can,Not really,0.0,Netral
Sangat membantu,No,Can,"Iya, ",Not guaranteed,0.0,Netral
Menurut saya perkembangan teknologi sekarang ini sangat bagus untuk kita anak Akuntan,Sebnrnya berpengaruh tapi kita harus lebih cerdas lagi ,Ya sedikit terkena,"Ya tergantung dari perusahaan nya ya 
Karna skrng tergantung kita membantu mengembangkan kemampuan kita untuk bisa lebih cerdas dalam akuntansi",For now it is possible but now many young people have great potential,0.7684,Positif
Sedikit membantu,No,Can,Maybe,"I don't think so
Because he works on human movement",0.0,Netral
"Menurut saya hal tersebut sangat wajar,  karena di era sekarang pasti banyak perkembangan teknologi yang pesat.  tetatpi dengan adanya hal itu membuat saya atau kita semua yang berada di jurusan akuntansi harus lebih serius dalam mempelajari alat"" yang lebih canggih. ","iya, karena dengan adanya society 5.0 membuat sdm yang dibutuhkan sangat sedikit.  apalagi jika kita mempelajari benar"" teknologi yang sekarang. ",can,can,can,0.0,Netral
in,Menurut saya pasti ada dampaknya karena kecerdasan buatan lebih simpel,"Iya,karena di era saat ini semuanya sudah bergantung pada hal yang lebih muda",in,"Yes, because in the coming era the accounting profession will likely be shifted by robotic techniques",0.4019,Positif
Menurut saya society 5.0 ini sangat membantu kita dalam melakukan pekerjaan yang tidak bisa kita ketahui ,Iyaa sangat berdampak karena tidak membutuhkan terlalu banyak tenaga kerja karena semua sistem sudah di kerjakan dengan society 5.0,Iyaaa mungkin karena semua pekerjaan yang dikerjakan oleh seorang akuntan sudah bisa di akses oleh sistem society 5.0,Iyaaa karena semua pekerjaan seorang akuntan pasti menggunakan teknologi robotic,"I don't think so because it's an accountant who can access data by using robotics, meaning in compiling financial reports",0.0,Netral
Menurut saya sangat bagus dan  sangat membantu banyak masyarakat diera sekarang ini.,"Iya ada dampaknya dan juga ada manfaatnya karena semua masyarakat bisa tau hal"" yang belom mereka ketahui.",Can,Iya banyak masyrakat menggunakan teknologi karena sangat mudah ,There are but not all of them are played by robots,0.4767,Positif
